"Date","Day","Month","Year","Type","Country","Area","Location","Activity","Sex","Age","Injury","Fatal..Y.N.","Species","address","latitude","longitude"
"22-Jul-90",22,"Jul",1990,"Unprovoked","USA","Texas","Mustang Island State Park, Nueces County","Walking","F",53,"10-inch laceration to right foot","N","Unknown","Mustang Island State Park, Nueces County , Texas , USA",27.6742400000001,-97.1756
"8-Jul-90",8,"Jul",1990,"Unprovoked","USA","Florida","Perdido Key near the Florida Panhandle, Escambia County","Surfing","M",17,"Minor injury to left ankle & foot","N","Unknown","Perdido Key near the Florida Panhandle, Escambia County , Florida , USA",30.700484401,-87.377221111
"24-Jun-90",24,"Jun",1990,"Unprovoked","SOUTH AFRICA","Western Cape Province","Mossel Bay","Diving","F",21,"FATAL, thigh bitten","Y","White shark","Mossel Bay , Western Cape Province , SOUTH AFRICA",-34.1826599999999,22.14561
"23-Jun-90",23,"Jun",1990,"Unprovoked","BAHAMAS",NA,"Bimini","Fishing","M",38,"Left forearm bitten","N","Unknown","Bimini , NA , BAHAMAS",25.701848231,-79.2729849999999
"14-Apr-90",14,"Apr",1990,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Cape Recife","Paddle and Boogie boarding","M",23,"Leg bitten","N","White shark","Cape Recife , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"9-Apr-90",9,"Apr",1990,"Unprovoked","AUSTRALIA","Queensland","Greenmount Beach","Surfing","M",31,"Lacerations & abrasions, board bitten in half","N","Tiger shark","Greenmount Beach , Queensland , AUSTRALIA",-28.16727,153.54395
"8-Apr-90",8,"Apr",1990,"Unprovoked","AUSTRALIA","Queensland","Dingo Reef, 80 nm off Townsville","Diving","M",37,"Presumed FATAL","Y","Unknown","Dingo Reef, 80 nm off Townsville , Queensland , AUSTRALIA",-19.2571199999999,146.82138
"6-Apr-90",6,"Apr",1990,"Unprovoked","AUSTRALIA","Queensland","Fingal Beach","Surfing","M",29,"No injury, board bitten","N","Unknown","Fingal Beach , Queensland , AUSTRALIA",-27.5237247969707,153.044418992032
"24-Mar-90",24,"Mar",1990,"Unprovoked","FIJI","Laucala Island",NA,"Swimming","M",30,"Lacerations to right leg","N","Unknown","NA , Laucala Island , FIJI",-16.7499999999999,-179.68333
"22-Nov-89",22,"Nov",1989,"Unprovoked","AUSTRALIA","Victoria","Kilcunda","Surfing","M",32,"Thigh bitten","N","White shark","Kilcunda , Victoria , AUSTRALIA",-38.5483399999999,145.47429
"18-Nov-89",18,"Nov",1989,"Unprovoked","SOUTH AFRICA","Western Cape Province","Melkbosstrand","Diving","M",29,"FATAL","Y","White shark","Melkbosstrand , Western Cape Province , SOUTH AFRICA",-33.72739,18.4457600000001
"2-Nov-89",2,"Nov",1989,"Unprovoked","AUSTRALIA","Queensland","Mermaid Waters","Swimming","M",10,"Left ankle broken & lacerated","N","Unknown","Mermaid Waters , Queensland , AUSTRALIA",-28.0358699999999,153.41014
"29-Oct-89",29,"Oct",1989,"Unprovoked","AUSTRALIA","Northern Territory","Edith Falls","Swimming","F",31,"Puncture marks to right calf","N","Unknown","Edith Falls , Northern Territory , AUSTRALIA",-14.18333,132.18333
"22-Oct-89",22,"Oct",1989,"Unprovoked","AUSTRALIA","Tasmania","Shelly Point","Surfing","M",17,"No injury, board bitten","N","White shark","Shelly Point , Tasmania , AUSTRALIA",-42.567954920826,147.886627982535
"11-Oct-89",11,"Oct",1989,"Unprovoked","USA","Texas","Surfside Beach","Surfing","M",12,"Foot & leg bitten","N","Unknown","Surfside Beach , Texas , USA",28.9521500000001,-95.2880499999999
"17-Sep-89",17,"Sep",1989,"Unprovoked","SOUTH AFRICA","Western Cape Province","Smitswinkel, False Bay","Diving","M",29,"Chest lacerated","N","White shark","Smitswinkel, False Bay , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"13-Sep-89",13,"Sep",1989,"Provoked","USA","Florida","Gulf of Mexico, 22 miles from Pensacola","Fishing","M",51,"Bitten by hooked shark PROVOKED INCIDENT","N","Unknown","Gulf of Mexico, 22 miles from Pensacola , Florida , USA",30.4208400000001,-87.21723
"9-Sep-89",9,"Sep",1989,"Unprovoked","USA","California","Southeast Farallon Island, Farallon Islands","Diving","M",38,"Leg bitten","N","White shark","Southeast Farallon Island, Farallon Islands , California , USA",37.6971500000001,-123.00305
"9-Sep-89",9,"Sep",1989,"Unprovoked","USA","North Carolina","Salvo, Dare County","Surfing","M",31,"Non-fatal","N","Sand shark","Salvo, Dare County , North Carolina , USA",35.5397,-75.4732299999999
"3-Sep-89",3,"Sep",1989,"Provoked","USA","California","24 km off Santa Catalina Island in the Channel Islands","Playing in the water","M",46,"Hand  & both arms bitten   PROVOKED INCIDENT","N","Blue shark","24 km off Santa Catalina Island in the Channel Islands , California , USA",34.18411,-119.22502
"29-Aug-89",29,"Aug",1989,"Provoked","AUSTRALIA","Queensland","SeaWorld Theme Park","Fishing","M",30,"Left leg bitten by captive shark                   PROVOKED INCIDENT","N","Grey nurse shark","SeaWorld Theme Park , Queensland , AUSTRALIA",-27.96046,153.42589
"22-Aug-89",22,"Aug",1989,"Unprovoked","USA","Florida","St Augustine, St Johns County","Swimming","M",21,"3 wounds on left hand","N","Unknown","St Augustine, St Johns County , Florida , USA",29.89216,-81.31411
"22-Aug-89",22,"Aug",1989,"Unprovoked","SOUTH AFRICA","Western Cape Province","Mossel Bay","Surfing","M",21,"Multiple Injuries","N","White shark","Mossel Bay , Western Cape Province , SOUTH AFRICA",-34.1826599999999,22.14561
"13-Aug-89",13,"Aug",1989,"Unprovoked","AUSTRALIA","New South Wales","Lennox Head","Surfing","M",17,"No injury, shark took chunk out of surfboard","N","Bronze whaler shark","Lennox Head , New South Wales , AUSTRALIA",-28.79837,153.59273
"20-Jul-89",20,"Jul",1989,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Jeffreys Bay","Surfing","M",34,"Torso bitten","N","White shark","Jeffreys Bay , Eastern Cape Province , SOUTH AFRICA",-34.04723,24.9205700000001
"14-Jul-89",14,"Jul",1989,"Unprovoked","USA","Florida","Cocoa Beach, Brevard County","Surfing","M",16,"5-inch gash on left leg","N","Unknown","Cocoa Beach, Brevard County , Florida , USA",28.31818,-80.61006
"7-Jul-89",7,"Jul",1989,"Unprovoked","USA","Texas","Sargent Beach, Matagorda County","Playing in the water","F",9,"Leg bitten","N","Unknown","Sargent Beach, Matagorda County , Texas , USA",28.7711410000001,-95.614358
"17-Jun-89",17,"Jun",1989,"Unprovoked","USA","Louisiana","40 miles off Cocodrie","Fishing","M",45,"Puncture wounds & lacerations to both legs","N","Tiger shark","40 miles off Cocodrie , Louisiana , USA",29.2472700000001,-90.66192
"5-Jun-89",5,"Jun",1989,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Jeffreys Bay","Surfing","M",16,"No injury, board bitten","N","White shark","Jeffreys Bay , Eastern Cape Province , SOUTH AFRICA",-34.04723,24.9205700000001
"3-Jun-89",3,"Jun",1989,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Gonubie","Diving","M",28,"Forearm bitten","N","White shark","Gonubie , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"23-Apr-89",23,"Apr",1989,"Unprovoked","USA","Florida","Loggerhead Park, Juno Beach, Palm Beach County","Swimming","M",19,"Right calf bitten","N","Unknown","Loggerhead Park, Juno Beach, Palm Beach County , Florida , USA",26.88296,-80.0567599999999
"9-Mar-89",9,"Mar",1989,"Unprovoked","AUSTRALIA","South Australia","Waitpinga Beach, near Victor Harbor, Encounter Bay","Surfing","M",27,"Thigh bitten FATAL","Y","White shark","Waitpinga Beach, near Victor Harbor, Encounter Bay , South Australia , AUSTRALIA",-35.5690105298647,138.589275304456
"15-Feb-89",15,"Feb",1989,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","Richards Bay","Surfing","M",26,"Foot bruised & minor lacerations","N","Unknown","Richards Bay , KwaZulu-Natal , SOUTH AFRICA",-28.75046,32.0526600000001
"2-Feb-89",2,"Feb",1989,"Unprovoked","ITALY","Tyrrhenian Sea","Golfo di Baratti, near Piombino (Tuscany)","Swimming","M",47,"FATAL. His body not recovered","Y","White shark","Golfo di Baratti, near Piombino (Tuscany) , Tyrrhenian Sea , ITALY",42.9246400000001,10.52993
"26-Jan-89",26,"Jan",1989,"Unprovoked","USA","California","Latigo Point / Paradise Cove,west of Malibu, Los Angeles County","Kayaking","F",24,"FATAL, thigh bitten, hands lacerated","Y","White shark","Latigo Point / Paradise Cove,west of Malibu, Los Angeles County , California , USA",34.0211739085972,-118.787263555525
"20-Jan-89",20,"Jan",1989,"Unprovoked","USA","Hawaii","Waialua Beach, Moloka'i","Paddle and Boogie boarding","M",10,"Foot bitten","N","Hammerhead shark","Waialua Beach, Moloka'i , Hawaii , USA",21.5760478526046,-158.107035504106
"3-Jan-89",3,"Jan",1989,"Unprovoked","AUSTRALIA","New South Wales","Half Tide Beach, Evans Head","Surfing","M",17,"Abdomen lacerated, surfboard holed","N","Tiger shark","Half Tide Beach, Evans Head , New South Wales , AUSTRALIA",-29.1149,153.42848
"23-Oct-88",23,"Oct",1988,"Unprovoked","USA","Oregon","Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County","Surfing","M",21,"Leg bitten & femur fractured","N","White shark","Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County , Oregon , USA",45.9312400000001,-123.97866
"22-Oct-88",22,"Oct",1988,"Unprovoked","AUSTRALIA","Victoria","Phillip Island","Surfing","M",38,"Lacerations to right leg","N","Unknown","Phillip Island , Victoria , AUSTRALIA",-38.48349,145.23102
"14-Oct-88",14,"Oct",1988,"Unprovoked","USA","Florida","Boca Raton, Palm Beach County","Surfing","M",15,"Lacerations to left thigh","N","Unknown","Boca Raton, Palm Beach County , Florida , USA",26.35049,-80.0883699999999
"11-Oct-88",11,"Oct",1988,"Unprovoked","USA","Florida","Fort Pierce, St. Lucie County","Surfing","M",30,"Left leg lacerated","N","Unknown","Fort Pierce, St. Lucie County , Florida , USA",27.44904,-80.32678
"10-Oct-88",10,"Oct",1988,"Unprovoked","USA","Florida","Playalinda, Brevard County","Surfing","M",23,"Hand lacerated","N","Unknown","Playalinda, Brevard County , Florida , USA",28.68686,-80.65613
"6-Oct-88",6,"Oct",1988,"Unprovoked","AUSTRALIA","South Australia","Moama Beach","Surfing","M",15,"Lower right  leg lacerated","N","Unknown","Moama Beach , South Australia , AUSTRALIA",-35.1986499999999,138.47072
"28-Sep-88",28,"Sep",1988,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",21,"Lacerations to foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"13-Sep-88",13,"Sep",1988,"Unprovoked","USA","Florida","Shell Island Panama City Beach, Bay County","Snorkeling","M",38,"FATAL, thigh & hand lacerated","Y","Bull shark","Shell Island Panama City Beach, Bay County , Florida , USA",30.1891010000001,-85.771488
"11-Aug-88",11,"Aug",1988,"Unprovoked","USA","California","Klamath River, Del Norte County","Surfing","M",27,"Thigh bitten","N","White shark","Klamath River, Del Norte County , California , USA",41.53306,-124.08113
"19-Jul-88",19,"Jul",1988,"Unprovoked","BAHAMAS",NA,NA,"Diving","M",28,"Cheek bitten","N","Caribbean reef shark","NA , NA , BAHAMAS",25.0408200000001,-77.3712199999999
"17-Jul-88",17,"Jul",1988,"Unprovoked","BAHAMAS",NA,NA,"Diving","M",35,"Right palm lacerated","N","Caribbean reef shark","NA , NA , BAHAMAS",25.0408200000001,-77.3712199999999
"11-Jul-88",11,"Jul",1988,"Unprovoked","USA","Florida","Jensen Beach, Martin County","Swimming","F",15,"Punctures & deep scratches to foot & buttock","N","Unknown","Jensen Beach, Martin County , Florida , USA",27.2607800000001,-80.23329
"4-Jul-88",4,"Jul",1988,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Paddle and Boogie boarding","M",37,"Punctures to lower left leg & foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"16-Jun-88",16,"Jun",1988,"Unprovoked","SOUTH AFRICA","Western Cape Province","Sculphoek","Fishing","M",36,"Left arm lacerated","N","White shark","Sculphoek , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"16-Jun-88",16,"Jun",1988,"Unprovoked","USA","North Carolina","Ocracoke, Hyde County","Diving","M",42,"Survived","N","Tiger shark","Ocracoke, Hyde County , North Carolina , USA",35.11089,-75.97998
"5-Jun-88",5,"Jun",1988,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Swimming","M",12,"Four lacerations to his ankle","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"1-Jun-88",1,"Jun",1988,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Surfing","M",25,"Cuts to right foot and ankle","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"10-May-88",10,"May",1988,"Unprovoked","USA","Florida","Paradise Beach Park, Brevard County","Surfing","M",31,"Left foot bitten","N","Unknown","Paradise Beach Park, Brevard County , Florida , USA",28.12676,-80.57793
"4-May-88",4,"May",1988,"Unprovoked","USA","Florida","Melbourne Beach, Brevard County","Surfing","M",29,"Left leg & right foot bitten","N","Unknown","Melbourne Beach, Brevard County , Florida , USA",28.0683900000001,-80.5653399999999
"15-Apr-88",15,"Apr",1988,"Unprovoked","USA","Florida","Singer Island, Riviera Beach, Palm Beach County","Swimming","M",24,"Lacerations to left foot","N","Unknown","Singer Island, Riviera Beach, Palm Beach County , Florida , USA",26.7903032669583,-80.0420208571748
"14-Apr-88",14,"Apr",1988,"Unprovoked","USA","Florida","Singer Island, Riviera Beach, Palm Beach County","Surfing","M",14,"Right hand bitten","N","Unknown","Singer Island, Riviera Beach, Palm Beach County , Florida , USA",26.7903032669583,-80.0420208571748
"31-Mar-88",31,"Mar",1988,"Unprovoked","USA","Florida","Singer Island, Riviera Beach, Palm Beach County","Standing","F",30,"Foot bitten","N","Unknown","Singer Island, Riviera Beach, Palm Beach County , Florida , USA",26.7903032669583,-80.0420208571748
"16-Mar-88",16,"Mar",1988,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","Isipingo","Surfing","M",17,"Lower left leg bitten, hand lacerated","N","Unknown","Isipingo , KwaZulu-Natal , SOUTH AFRICA",-29.99317,30.94455
"14-Feb-88",14,"Feb",1988,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Nahoon","Surfing","M",20,"Ankle bitten","N","Unknown","Nahoon , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"2-Feb-88",2,"Feb",1988,"Unprovoked","FIJI","Vanua Levu",NA,"Diving","M",22,"Lacerations to left arm & waist","N","Tiger shark","NA , Vanua Levu , FIJI",-17.73333,177.95
"17-Dec-87",17,"Dec",1987,"Unprovoked","USA","Florida","Palm Beach, Palm Beach County","Surfing","M",16,"Left calf bitten","N","Blacktip shark","Palm Beach, Palm Beach County , Florida , USA",26.7030600000001,-80.0366099999999
"21-Nov-87",21,"Nov",1987,"Unprovoked","USA","Florida","North of Jupiter Inlet, Palm Beach County","Surfing","M",15,"Leg lacerated","N","Unknown","North of Jupiter Inlet, Palm Beach County , Florida , USA",26.9293700497475,-80.1363790100602
"26-Oct-87",26,"Oct",1987,"Unprovoked","USA","California","Davenport Light, San Mateo County","Surfing","M",20,"Buttock & leg bitten","N","Unknown","Davenport Light, San Mateo County , California , USA",37.422132946,-122.328629545
"11-Oct-87",11,"Oct",1987,"Unprovoked","SOUTH AFRICA","Western Cape Province","Seal Island, False Bay","Fishing","M",21,"Left thigh & calf lacerated","N","White shark","Seal Island, False Bay , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"18-Sep-87",18,"Sep",1987,"Unprovoked","AUSTRALIA","South Australia","Merino Rocks, Adelaide","Diving","M",47,"FATAL","Y","White shark","Merino Rocks, Adelaide , South Australia , AUSTRALIA",-34.8174649522721,138.612525103899
"13-Sep-87",13,"Sep",1987,"Unprovoked","SOUTH AFRICA","Western Cape Province","Still Bay","Surfing","M",24,"Torso lacerated","N","White shark","Still Bay , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"20-Aug-87",20,"Aug",1987,"Unprovoked","USA","Florida","Satellite  Beach, Brevard County","Walking","M",12,"Lower left leg lacerated","N","Unknown","Satellite  Beach, Brevard County , Florida , USA",28.1723400000001,-80.60291
"15-Aug-87",15,"Aug",1987,"Unprovoked","USA","California","Tunitas Beach, San Mateo County","Surfing","M",40,"Fingers & surfboard injured","N","White shark","Tunitas Beach, San Mateo County , California , USA",37.35999,-122.3992
"21-Jul-87",21,"Jul",1987,"Unprovoked","USA","Florida","Ponce Inlet, New Smyrna Beach, Volusia County","Surfing","M",27,"Right foot & ankle lacerated","N","Unknown","Ponce Inlet, New Smyrna Beach, Volusia County , Florida , USA",29.0459292263418,-80.9382424631848
"12-Jul-87",12,"Jul",1987,"Unprovoked","USA","Texas","Mustang Island, near Port Aransas","Paddle and Boogie boarding","F",32,"Left foot bitten","N","Unknown","Mustang Island, near Port Aransas , Texas , USA",27.8077774001378,-97.0939364455425
"12-Jul-87",12,"Jul",1987,"Unprovoked","USA","Texas","Mustang Island, near Port Aransas","Walking","F",16,"Puncture wounds to right foot","N","Unknown","Mustang Island, near Port Aransas , Texas , USA",27.8077774001378,-97.0939364455425
"9-Jul-87",9,"Jul",1987,"Unprovoked","BAHAMAS","Exuma Islands","Sampson Cay","Snorkeling","M",35,"Right leg bitten","N","Unknown","Sampson Cay , Exuma Islands , BAHAMAS",24.2166700000001,-76.46667
"6-May-87",6,"May",1987,"Provoked","AUSTRALIA","New South Wales",NA,"Fishing","M",34,"3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT","N","Unknown","NA , New South Wales , AUSTRALIA",-32.1630248349999,147.017436676
"18-Apr-87",18,"Apr",1987,"Unprovoked","USA","Texas","Mustang Island, near Port Aransas","Swimming","F",16,"Right arm severed above elbow","N","Unknown","Mustang Island, near Port Aransas , Texas , USA",27.8077774001378,-97.0939364455425
"1-Apr-87",1,"Apr",1987,"Unprovoked","VANUATU","Malampa Province","Vao Island","Swimming","M",8,"FATAL","Y","Unknown","Vao Island , Malampa Province , VANUATU",-16.2499999999999,167.75
"30-Mar-87",30,"Mar",1987,"Unprovoked","AUSTRALIA","Western Australia","Fourth Beach / Twilgth Beach","Surfing","M",18,"Calf lacerated","N","Bronze whaler shark","Fourth Beach / Twilgth Beach , Western Australia , AUSTRALIA",-32.52174,115.721
"28-Jan-87",28,"Jan",1987,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Eerste River","Fishing","M",30,"Puncture wounds to right hand","N","White shark","Eerste River , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"6-Jan-87",6,"Jan",1987,"Unprovoked","AUSTRALIA","Queensland","Lizard Island","Swimming","M",37,"Right leg lacerated","N","Unknown","Lizard Island , Queensland , AUSTRALIA",-14.66682,145.46037
"22-Dec-86",22,"Dec",1986,"Unprovoked","SOUTH AFRICA","Western Cape Province","SAOU Strand","Paddle and Boogie boarding","M",21,"FATAL, legs bitten","Y","White shark","SAOU Strand , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"11-Dec-86",11,"Dec",1986,"Unprovoked","USA","Florida","Ponce Inlet, New Smyrna Beach, Volusia County","Surfing","M",40,"Forearm bitten","N","Unknown","Ponce Inlet, New Smyrna Beach, Volusia County , Florida , USA",29.0459292263418,-80.9382424631848
"6-Dec-86",6,"Dec",1986,"Unprovoked","USA","California","Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California","Diving","M",27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm","N","White shark","Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California , California , USA",34.12717,-117.33478
"30-Nov-86",30,"Nov",1986,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Surfing","M",17,"5' gash in leg","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"19-Nov-86",19,"Nov",1986,"Unprovoked","USA","Florida","Indiatlantic, Brevard County","Surfing","M",26,"Laceration to dorsum of left foot","N","Unknown","Indiatlantic, Brevard County , Florida , USA",28.0908000000001,-80.56915
"4-Nov-86",4,"Nov",1986,"Unprovoked","USA","Florida","Tiger Shores Beach, Martin County","Surfing","M",23,"Ankle bitten","N","Unknown","Tiger Shores Beach, Martin County , Florida , USA",27.20372,-80.2245399999999
"3-Oct-86",3,"Oct",1986,"Unprovoked","USA","Florida","Sanibel Island, Lee County","Swimming","F",6,"Hip & thigh bitten","N","Lemon shark","Sanibel Island, Lee County , Florida , USA",26.4403600000001,-82.1136999999999
"15-Mar-86",15,"Mar",1986,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","North Beach, Durban","Walking","M",26,"Foot bitten","N","Unknown","North Beach, Durban , KwaZulu-Natal , SOUTH AFRICA",-29.8493,31.03779
"5-Mar-86",5,"Mar",1986,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","The Fence, King's Beach, Port Elizabeth","Surfing","M",23,"No injury, board struck by shark","N","Unknown","The Fence, King's Beach, Port Elizabeth , Eastern Cape Province , SOUTH AFRICA",-33.97351,25.64604
"18-Feb-86",18,"Feb",1986,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","East London","Surfing","M",21,"No injury, board bitten","N","White shark","East London , Eastern Cape Province , SOUTH AFRICA",-33.0152399999999,27.90396
"7-Feb-86",7,"Feb",1986,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","King's Beach, Port Elizabeth","Swimming","M",46,"Lower leg lacerated","N","Raggedtooth shark","King's Beach, Port Elizabeth , Eastern Cape Province , SOUTH AFRICA",-33.97351,25.64604
"6-Feb-86",6,"Feb",1986,"Unprovoked","SOUTH AFRICA","Western Cape Province","Arniston","Fishing","M",29,"2 punctures in upper arm","N","Raggedtooth shark","Arniston , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"1-Feb-86",1,"Feb",1986,"Unprovoked","AUSTRALIA","Victoria","Jan Juc Beach","Surfing","M",29,"No injury, knocked into water & board bitten","N","Bronze whaler shark","Jan Juc Beach , Victoria , AUSTRALIA",-38.34536,144.30836
"12-Jan-86",12,"Jan",1986,"Unprovoked","USA","Florida","Singer Island, Riviera Beach, Palm Beach County","Surfing","M",22,"Puncture wounds to both feet","N","Blacktip shark","Singer Island, Riviera Beach, Palm Beach County , Florida , USA",26.7903032669583,-80.0420208571748
"3-Nov-85",3,"Nov",1985,"Provoked","USA","California","5 miles south of Redondo Beach","Fishing","M",24,"Forearm bitten by hooked shark PROVOKED INCIDENT","N","Unknown","5 miles south of Redondo Beach , California , USA",33.84468,-118.38765
"24-Oct-85",24,"Oct",1985,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","East London","Paddle and Boogie boarding","M",22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged","N","White shark","East London , Eastern Cape Province , SOUTH AFRICA",-33.0152399999999,27.90396
"22-Oct-85",22,"Oct",1985,"Unprovoked","USA","California","Point Conception, Santa Barbara County","Diving","M",46,"Minor injury to foot & ankle","N","Unknown","Point Conception, Santa Barbara County , California , USA",34.4486000000001,-120.47155
"18-Oct-85",18,"Oct",1985,"Unprovoked","USA","Hawaii","Little Glass Shacks, Princeville, Kaua'i","Paddle and Boogie boarding","M",33,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark","N","Tiger shark","Little Glass Shacks, Princeville, Kaua'i , Hawaii , USA",22.21308,-159.47373
"12-Oct-85",12,"Oct",1985,"Unprovoked","USA","Hawaii","Barbers Point, O'ahu","Floating","M",24,"Left arm lacerated","N","Unknown","Barbers Point, O'ahu , Hawaii , USA",21.32057,-158.0686
"22-Aug-85",22,"Aug",1985,"Unprovoked","USA","South Carolina","Palmetto Dunes, Hilton Head, Beaufort County","Walking","M",87,"Right calf bitten & less serious injury to left foot","N","Unknown","Palmetto Dunes, Hilton Head, Beaufort County , South Carolina , USA",32.1705000000001,-80.71858
"25-Jul-85",25,"Jul",1985,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Walking","F",13,"Right calf bitten","N","Hammerhead shark","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"25-Jul-85",25,"Jul",1985,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",15,"Hand bitten","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"19-Jul-85",19,"Jul",1985,"Unprovoked","USA","South Carolina","Folly Beach, Charleston County","Playing in the water","F",10,"2/3rd of left calf removed","N","Tiger shark","Folly Beach, Charleston County , South Carolina , USA",32.65522,-79.94062
"8-May-85",8,"May",1985,"Provoked","SOUTH AFRICA","KwaZulu-Natal","Umdhloti","Fishing","M",39,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT","N","Unknown","Umdhloti , KwaZulu-Natal , SOUTH AFRICA",-29.6631899999999,31.1210300000001
"16-Mar-85",16,"Mar",1985,"Unprovoked","USA","Florida","Palm Beach, Palm Beach County","Surfing","M",25,"Hand bitten","N","Unknown","Palm Beach, Palm Beach County , Florida , USA",26.7030600000001,-80.0366099999999
"3-Mar-85",3,"Mar",1985,"Unprovoked","AUSTRALIA","South Australia","Wiseman?s Beach, Peake Bay, Port Lincoln","Diving","F",33,"FATAL","Y","White shark","Wiseman?s Beach, Peake Bay, Port Lincoln , South Australia , AUSTRALIA",-34.7133037195587,135.837889349234
"18-Feb-85",18,"Feb",1985,"Unprovoked","USA","California","San Miguel Island, Santa Barbara County","Diving","M",29,"Bruised","N","White shark","San Miguel Island, Santa Barbara County , California , USA",34.03972,-120.37543
"3-Feb-85",3,"Feb",1985,"Unprovoked","USA","Florida","15 miles north of Sebastian Inlet, Brevard County","Surfing","M",16,"Right foot bitten","N","Unknown","15 miles north of Sebastian Inlet, Brevard County , Florida , USA",27.8863900000001,-80.46143
"27-Jan-85",27,"Jan",1985,"Unprovoked","SOUTH AFRICA","Western Cape Province","Struisbaai","Swimming","M",15,"Right knee, calf and ankle lacerated","N","Raggedtooth shark","Struisbaai , Western Cape Province , SOUTH AFRICA",-34.7995299999999,20.0497300000001
"17-Jan-85",17,"Jan",1985,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","Umbogintwini","Surfing","M",18,"Thigh & calf bitten","N","White shark","Umbogintwini , KwaZulu-Natal , SOUTH AFRICA",-30.02701,30.8792500000001
"4-Jan-85",4,"Jan",1985,"Unprovoked","SOUTH AFRICA","Western Cape Province","Buffels Bay, False Bay","Fishing","M",34,"Minor injury to torso","N","White shark","Buffels Bay, False Bay , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"8-Nov-84",8,"Nov",1984,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Gonubie River Mouth","Surfing","M",14,"Wetsuit lacerated","N","Unknown","Gonubie River Mouth , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"11-Nov-84",11,"Nov",1984,"Unprovoked","USA","Florida","Jupiter Island Beach, Martin County","Surfing","M",13,"Left foot bitten","N","Unknown","Jupiter Island Beach, Martin County , Florida , USA",26.9732428223144,-80.1418252521335
"4-Nov-84",4,"Nov",1984,"Provoked","USA","Florida","Fowey Rock, Key Biscayne","Fishing","M",29,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT","N","Unknown","Fowey Rock, Key Biscayne , Florida , USA",25.6898600000001,-80.1638399999999
